Lab_Name,LabID,Project,Agency,SiteName,MLID,Date,SampleType,SampleDepth,SampleZone,CollectionProcedure,Taxon,AlgalDivision,NumberinStand,RankinStand,RelativeDensity,NaturalUnitsperML,CellperML,CellVolume(µ³/mL),Comments,Notes,stratum,shannon-wiener index,species evenness,species richness,total number of taxa in stand,taxon_grouped,Taxon,
Rushforth Phycology,SR180373,UTAH LAKE,DWQ,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Monoraphidium convolutum (Corda) Komárková-Legnerová (= Ankistrodesmus convolutus Corda),Chlorophyta,,,0,,19.6,1097.6,,,,1.84,0.56,3.05,26,,,
Rushforth Phycology,SR180373,UTAH LAKE,DWQ,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,"Pectinodesmus pectinatus (Meyen) E.Hegewald, M.Wolf, Al.Keller, Friedl & Krienitz (= Acutodesmus pectinatus (Meyen) Tsarenko)",Chlorophyta,,,0,,78.4,19600,,,,1.84,0.56,3.05,26,,,
Rushforth Phycology,SR180373,UTAH LAKE,DWQ,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Pediastrum duplex Meyen (= Pediastrum duplex var. clathratum Meyen),Chlorophyta,,,0.1,,392,190120,,,,1.84,0.56,3.05,26,,,
Rushforth Phycology,SR180373,UTAH LAKE,DWQ,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,pennate diatoms,Bacillariophyta,,,0,,89.6,112000,,,,1.84,0.56,3.05,26,,,
Rushforth Phycology,SR180373,UTAH LAKE,DWQ,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Scenedesmus arcuatus (Lemmermann) Lemmermann,Chlorophyta,,,0,,257.6,41216,,,,1.84,0.56,3.05,26,,,
Rushforth Phycology,SR180373,UTAH LAKE,DWQ,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Scenedesmus obtusus Meyen,Chlorophyta,,,0,,156.8,50176,,,,1.84,0.56,3.05,26,,,
Rushforth Phycology,SR180373,UTAH LAKE,DWQ,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Tetradesmus lagerheimii Wynne & Guiry (= Acutodesmus acuminatus (Lagerheim); Scenedesmus dimorphus (Turpin) Kützing)) Tsarenko),Chlorophyta,,,0.1,,716.8,207872,,,,1.84,0.56,3.05,26,,,
Rushforth Phycology,SR180373,UTAH LAKE,DWQ,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Unknown colonial chlorophyte,Chlorophyta,,,0.1,,560,165760,,,,1.84,0.56,3.05,26,,,
Rushforth Phycology,SR180373,UTAH LAKE,DWQ,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Unknown spherical chlorophyte 2,Chlorophyta,,,0,,44.8,20160,,,,1.84,0.56,3.05,26,,,
Rushforth Phycology,SR180373,UTAH LAKE,DWQ,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Unknown spherical chlorophyte 3,Chlorophyta,,,0,,109.2,6552,,,,1.84,0.56,3.05,26,,,
Rushforth Phycology,SR180373,UTAH LAKE,DWQ,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,"Willea rectangularis (Braun) John, Wynne & Tsarenko (= Crucigenia rectangularis (Nägeli) Gay (= Crucigeniella rectangularis (Nägeli) Komárek)",Chlorophyta,,,0.1,,1691.2,211400,,,,1.84,0.56,3.05,26,,,
Rushforth Phycology,SR180374,UTAH LAKE,DWQ,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Ankistrodesmus arcuatus Korshikov (= Monoraphidium arcuatum (Korshikov) Hindák),Chlorophyta,,,0,,89.6,5824,,,,1.18,0.4,2.2,19,,,
Rushforth Phycology,SR180374,UTAH LAKE,DWQ,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Aphanizomenon flosaquae Ralfs ex Bornet & Flahault,Cyanophyta,,,94.8,,163116.8,116954745.6,,,,1.18,0.4,2.2,19,,,
Rushforth Phycology,SR180374,UTAH LAKE,DWQ,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Aphanocapsa species,Cyanophyta,,,0.1,,4256,114912,,,,1.18,0.4,2.2,19,,,
Rushforth Phycology,SR180374,UTAH LAKE,DWQ,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Ceratium hirundinella (Müller) Dujardin,Dinophyta,,,2.3,,117.6,2824281.6,,,,1.18,0.4,2.2,19,,,
Rushforth Phycology,SR180374,UTAH LAKE,DWQ,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Chlamydomonas species 2,Chlorophyta,,,0.1,,179.2,116480,,,,1.18,0.4,2.2,19,,,
Rushforth Phycology,SR180374,UTAH LAKE,DWQ,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Cyanodictyon planctonicum Mayer,Cyanophyta,,,0,,2520,20160,,,,1.18,0.4,2.2,19,,,
Rushforth Phycology,SR180374,UTAH LAKE,DWQ,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,"Dolichospermum circinalis (Brébisson) Wacklin, Hoffmann & Komárek (= Anabaena circinalis Rabenhorst)",Cyanophyta,,,1.9,,6056.4,2307488.4,,,,1.18,0.4,2.2,19,,,
Rushforth Phycology,SR180374,UTAH LAKE,DWQ,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Kirchneriella lunaris (Kirchner) Möbius (= Kirchneriella lunata Schmidle),Chlorophyta,,,0,,176.4,31752,,,,1.18,0.4,2.2,19,,,
Rushforth Phycology,SR180374,UTAH LAKE,DWQ,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Monoraphidium contortum (Thuret) Komárková-Legnerová,Chlorophyta,,,0,,44.8,2912,,,,1.18,0.4,2.2,19,,,
Rushforth Phycology,SR180374,UTAH LAKE,DWQ,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Monoraphidium convolutum (Corda) Komárková-Legnerová (= Ankistrodesmus convolutus Corda),Chlorophyta,,,0,,44.8,2508.8,,,,1.18,0.4,2.2,19,,,
Rushforth Phycology,SR180374,UTAH LAKE,DWQ,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Nephrocytium species,Chlorophyta,,,0,,224,40544,,,,1.18,0.4,2.2,19,,,
Rushforth Phycology,SR180374,UTAH LAKE,DWQ,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Oocystis species,Chlorophyta,,,0.2,,436.8,209664,,,,1.18,0.4,2.2,19,,,
Rushforth Phycology,SR180374,UTAH LAKE,DWQ,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,pennate diatoms,Bacillariophyta,,,0.1,,134.4,168000,,,,1.18,0.4,2.2,19,,,
Rushforth Phycology,SR180374,UTAH LAKE,DWQ,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Pseudanabaena species,Cyanophyta,,,0,,1965.6,25552.8,,,,1.18,0.4,2.2,19,,,
Rushforth Phycology,SR180374,UTAH LAKE,DWQ,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Scenedesmus ellipticus Corda,Chlorophyta,,,0.1,,358.4,158412.8,,,,1.18,0.4,2.2,19,,,
Rushforth Phycology,SR180374,UTAH LAKE,DWQ,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Selenastrum species,Chlorophyta,,,0,,19.6,1960,,,,1.18,0.4,2.2,19,,,
Rushforth Phycology,SR180374,UTAH LAKE,DWQ,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Unknown cryptomonad 2,Cryptophyta,,,0.2,,691.6,248284.4,,,,1.18,0.4,2.2,19,,,
Rushforth Phycology,SR180374,UTAH LAKE,DWQ,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Unknown spherical chlorophyte 2,Chlorophyta,,,0.1,,224,100800,,,,1.18,0.4,2.2,19,,,
Rushforth Phycology,SR180374,UTAH LAKE,DWQ,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,8/9/2018,Total Phytoplankton,0.25M,Surface,Water column,Unknown spherical chlorophyte 3,Chlorophyta,,,0,,64.4,3864,,,,1.18,0.4,2.2,19,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Ankistrodesmus arcuatus Korshikov (= Monoraphidium arcuatum (Korshikov) Hindák),Chlorophyta,,,0,,120.4,7826,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Ankistrodesmus falcatus (Corda) Ralfs,Chlorophyta,,,0,,36.4,2074.8,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Aphanizomenon flosaquae Ralfs ex Bornet & Flahault,Cyanophyta,,,80.3,,339080,243120360,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Aphanocapsa holsatica (Lemmermann) G.Cronberg & Komárek,Cyanophyta,,,0,,3528,49392,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Aphanocapsa species,Cyanophyta,,,0,,4256,114912,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Aphanocapsa planctonica (Smith) Komárek & Anagnostidis,Cyanophyta,,,0,,2195.2,41708.8,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Aulacoseira granulata (Ehrenberg) Simonsen (= Melosira granulata (Ehrenberg) Ralfs),Bacillariophyta,,,0.1,,560,327040,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,centric diatoms species 2,Bacillariophyta,,,0,,333.2,83300,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Ceratium hirundinella (Müller) Dujardin,Dinophyta,,,2.8,,355.6,8540089.6,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Chlamydomonas globosa Snow,Chlorophyta,,,0,,44.8,31808,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Crucigenia fenestrata (Schmidle) Schmidle,Chlorophyta,,,0.1,,1120,252000,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,"Desmodesmus bicellularis (Chodat) An, Friedl & Hegewald",Chlorophyta,,,0,,537.6,62899.2,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Desmodesmus communis (Hegewald) Hegewald,Chlorophyta,,,0,,436.8,87360,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,"Dolichospermum circinalis (Brébisson) Wacklin, Hoffmann & Komárek (= Anabaena circinalis Rabenhorst)",Cyanophyta,,,13.5,,106850.8,40710154.8,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Kirchneriella lunaris (Kirchner) Möbius (= Kirchneriella lunata Schmidle),Chlorophyta,,,0,,448,80640,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Merismopedia glauca (Ehrenberg) Kützing,Cyanophyta,,,0.1,,31768.8,158844,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Monoraphidium contortum (Thuret) Komárková-Legnerová,Chlorophyta,,,0,,70,4550,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Monoraphidium convolutum (Corda) Komárková-Legnerová (= Ankistrodesmus convolutus Corda),Chlorophyta,,,0,,19.6,1097.6,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Oocystis species,Chlorophyta,,,0.1,,974.4,370272,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Oocystis borgei Snow,Chlorophyta,,,0,,179.2,106265.6,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,"Pectinodesmus pectinatus (Meyen) E.Hegewald, M.Wolf, Al.Keller, Friedl & Krienitz (= Acutodesmus pectinatus (Meyen) Tsarenko)",Chlorophyta,,,0,,179.2,44800,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,pennate diatoms,Bacillariophyta,,,0.1,,179.2,224000,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Phormidium species 3,Cyanophyta,,,2.3,,22411.2,6947472,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Scenedesmus ellipticus Corda,Chlorophyta,,,0.2,,1232,544544,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Scenedesmus obtusus Meyen,Chlorophyta,,,0,,358.4,114688,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Tetraëdron minimum (Braun) Hansgirg,Chlorophyta,,,0,,19.6,8820,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Unknown colonial chlorophyte,Chlorophyta,,,0,,156.8,46412.8,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Unknown cryptomonad 2,Cryptophyta,,,0.1,,627.2,156800,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Unknown spherical chlorophyte,Chlorophyta,,,0,,89.6,62720,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Unknown spherical chlorophyte 2,Chlorophyta,,,0,,44.8,20160,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,Unknown spherical chlorophyte 3,Chlorophyta,,,0,,557.2,33432,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180375,UTAH LAKE,DWQ,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,8/9/2018,Total Phytoplankton,0.25m,Surface,Water column,"Willea rectangularis (Braun) John, Wynne & Tsarenko (= Crucigenia rectangularis (Nägeli) Gay (= Crucigeniella rectangularis (Nägeli) Komárek)",Chlorophyta,,,0.1,,2464,308000,,,,1.81,0.52,3.53,32,,,
Rushforth Phycology,SR180376,UTAH LAKE,DWQ,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,4917710,8/9/2018,Total Phytoplankton,0.3M,Surface,Water column,Ankistrodesmus arcuatus Korshikov (= Monoraphidium arcuatum (Korshikov) Hindák),Chlorophyta,,,0,,14,910,,,,1.19,0.36,4.14,28,,,
Rushforth Phycology,SR180376,UTAH LAKE,DWQ,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,4917710,8/9/2018,Total Phytoplankton,0.3M,Surface,Water column,Ankistrodesmus falcatus (Corda) Ralfs,Chlorophyta,,,0,,11.2,638.4,,,,1.19,0.36,4.14,28,,,
Rushforth Phycology,SR180376,UTAH LAKE,DWQ,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,4917710,8/9/2018,Total Phytoplankton,0.3M,Surface,Water column,Aphanizomenon flosaquae Ralfs ex Bornet & Flahault,Cyanophyta,,,93,,68409.6,49049683.2,,,,1.19,0.36,4.14,28,,,
Rushforth Phycology,SR180376,UTAH LAKE,DWQ,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,4917710,8/9/2018,Total Phytoplankton,0.3M,Surface,Water column,Aphanocapsa species,Cyanophyta,,,0,,532,14364,,,,1.19,0.36,4.14,28,,,
Rushforth Phycology,SR180376,UTAH LAKE,DWQ,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,4917710,8/9/2018,Total Phytoplankton,0.3M,Surface,Water column,Aphanocapsa planctonica (Smith) Komárek & Anagnostidis,Cyanophyta,,,0,,313.6,5958.4,,,,1.19,0.36,4.14,28,,,
Rushforth Phycology,SR180376,UTAH LAKE,DWQ,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,4917710,8/9/2018,Total Phytoplankton,0.3M,Surface,Water column,Chlamydomonas species,Chlorophyta,,,0,,16.8,14364,,,,1.19,0.36,4.14,28,,,
Rushforth Phycology,SR180376,UTAH LAKE,DWQ,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,4917710,8/9/2018,Total Phytoplankton,0.3M,Surface,Water column,Chlamydomonas globosa Snow,Chlorophyta,,,0,,5.6,3976,,,,1.19,0.36,4.14,28,,,
Rushforth Phycology,SR180376,UTAH LAKE,DWQ,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,4917710,8/9/2018,Total Phytoplankton,0.3M,Surface,Water column,Closteriopsis longissima (Lemmermann) Lemmermann,Chlorophyta,,,0,,8.4,10080,,,,1.19,0.36,4.14,28,,,
Rushforth Phycology,SR180376,UTAH LAKE,DWQ,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,4917710,8/9/2018,Total Phytoplankton,0.3M,Surface,Water column,"Desmodesmus bicellularis (Chodat) An, Friedl & Hegewald",Chlorophyta,,,0,,22.4,2620.8,,,,1.19,0.36,4.14,28,,,
Rushforth Phycology,SR180376,UTAH LAKE,DWQ,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,4917710,8/9/2018,Total Phytoplankton,0.3M,Surface,Water column,Desmodesmus communis (Hegewald) Hegewald,Chlorophyta,,,0,,78.4,15680,,,,1.19,0.36,4.14,28,,,
Rushforth Phycology,SR180376,UTAH LAKE,DWQ,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,4917710,8/9/2018,Total Phytoplankton,0.3M,Surface,Water column,Desmodesmus species,Chlorophyta,,,0,,11.2,1680,,,,1.19,0.36,4.14,28,,,
Rushforth Phycology,SR180376,UTAH LAKE,DWQ,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,4917710,8/9/2018,Total Phytoplankton,0.3M,Surface,Water column,"Dolichospermum circinalis (Brébisson) Wacklin, Hoffmann & Komárek (= Anabaena circinalis Rabenhorst)",Cyanophyta,,,5.8,,8036,3061716,,,,1.19,0.36,4.14,28,,,
Rushforth Phycology,SR180376,UTAH LAKE,DWQ,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,4917710,8/9/2018,Total Phytoplankton,0.3M,Surface,Water column,Kirchneriella lunaris (Kirchner) Möbius (= Kirchneriella lunata Schmidle),Chlorophyta,,,0,,16.8,3024,,,,1.19,0.36,4.14,28,,,
Rushforth Phycology,SR180376,UTAH LAKE,DWQ,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,4917710,8/9/2018,Total Phytoplankton,0.3M,Surface,Water column,Leptolyngbya species,Cyanophyta,,,0,,512.4,4099.2,,,,1.19,0.36,4.14,28,,,
Rushforth Phycology,SR180376,UTAH LAKE,DWQ,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,4917710,8/9/2018,Total Phytoplankton,0.3M,Surface,Water column,Merismopedia glauca (Ehrenberg) Kützing,Cyanophyta,,,0,,1388.8,6944,,,,1.19,0.36,4.14,28,,,
Rushforth Phycology,SR180376,UTAH LAKE,DWQ,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,4917710,8/9/2018,Total Phytoplankton,0.3M,Surface,Water column,Microcystis aeruginosa (Kützing) Kützing,Cyanophyta,,,0.1,,392,70560,,,,1.19,0.36,4.14,28,,,
Rushforth Phycology,SR180376,UTAH LAKE,DWQ,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,4917710,8/9/2018,Total Phytoplankton,0.3M,Surface,Water column,Monoraphidium contortum (Thuret) Komárková-Legnerová,Chlorophyta,,,0,,5.6,364,,,,1.19,0.36,4.14,28,,,
Rushforth Phycology,SR180376,UTAH LAKE,DWQ,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,4917710,8/9/2018,Total Phytoplankton,0.3M,Surface,Water column,Monoraphidium convolutum (Corda) Komárková-Legnerová (= Ankistrodesmus convolutus Corda),Chlorophyta,,,0,,2.8,156.8,,,,1.19,0.36,4.14,28,,,
Rushforth Phycology,SR180376,UTAH LAKE,DWQ,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,4917710,8/9/2018,Total Phytoplankton,0.3M,Surface,Water column,Oocystis species,Chlorophyta,,,0,,33.6,16128,,,,1.19,0.36,4.14,28,,,
Rushforth Phycology,SR180376,UTAH LAKE,DWQ,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,4917710,8/9/2018,Total Phytoplankton,0.3M,Surface,Water column,Phormidium species,Cyanophyta,,,0.1,,224,48160,,,,1.19,0.36,4.14,28,,,
Rushforth Phycology,SR180376,UTAH LAKE,DWQ,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,4917710,8/9/2018,Total Phytoplankton,0.3M,Surface,Water column,Planktothrix species,Cyanophyta,,,0.6,,1904,314160,,,,1.19,0.36,4.14,28,,,
Rushforth Phycology,SR180376,UTAH LAKE,DWQ,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,4917710,8/9/2018,Total Phytoplankton,0.3M,Surface,Water column,Quadrigula species,Chlorophyta,,,0,,22.4,6720,,,,1.19,0.36,4.14,28,,,
Rushforth Phycology,SR180376,UTAH LAKE,DWQ,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,4917710,8/9/2018,Total Phytoplankton,0.3M,Surface,Water column,Scenedesmus ellipticus Corda,Chlorophyta,,,0.1,,67.2,29702.4,,,,1.19,0.36,4.14,28,,,
